MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
Phyto,1/2/2018,13:06,LIS,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,5,5,6.1,,,i,BSA.YOLO-23,DK,High sediment and low detritus. Ciliates observed.,prolate spheroid,88.70,,,,,,,,,,Length,5.6,4.6,6.1,6.1,5.6,5.6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.5,4.6,5.6,6.1,5.6,5.6,,,,,,,,,,,,,,,,,,,,
Phyto,1/2/2018,13:06,LIS,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1692,Kephyrion spp.,Soft Body,Kephyrion,sp.,,2,2,8.3,,,i,BSA.YOLO-23,DK,High sediment and low detritus. Ciliates observed.,prolate spheroid,140.66,,,,,,,,,,Length,7.9,8.3,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.9,7.4,4.3,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/2/2018,13:06,LIS,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1352,cf. Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,10,10,13,,,i,BSA.YOLO-23,DK,High sediment and low detritus. Ciliates observed.,prolate spheroid,310.23,,,,,,,,,,Length,10.8,10.5,10.2,11.1,9.3,13.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,7.4,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,
Phyto,1/2/2018,13:06,LIS,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,4,4,8.3,,,i,BSA.YOLO-23,DK,High sediment and low detritus. Ciliates observed.,cone + half sphere,201.01,,,,,,,,,,Length,8.1,8.0,8.0,8.3,8.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.1,4.3,3.7,3.7,,,,,,,,,,,,,,,,,,,,,
Phyto,1/2/2018,13:06,LIS,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,415,837,1,1,0.9,c,BSA.YOLO-23,DK,High sediment and low detritus. Ciliates observed.,sphere,0.27,0.27,0.18,0.11,0.18,0.38,0.11,0.11,0.52,0.27,Length,0.7,0.8,0.8,0.7,0.6,0.7,0.9,0.6,0.6,1.0,0.8,0.7,0.7,0.8,0.6,0.8,0.9,1.0,0.9,0.6,0.6,0.7,0.8,0.7,0.8,0.6
Phyto,1/2/2018,13:06,LIS,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,3,10,1.9,,,c,BSA.YOLO-23,DK,High sediment and low detritus. Ciliates observed.,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,1/2/2018,13:06,LIS,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,17,1.3,,,f,BSA.YOLO-23,DK,High sediment and low detritus. Ciliates observed.,cylinder,0.83,,,,,,,,,,Length,1.3,1.3,1.3,1.3,1.3,1.3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,9:45,STTD,64.0,2,3.13%,0.0697,314.159,0.348732495,5,450.43,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,6,6,9.58,,,i,BSA.YOLO-24,DK,High sediment and low detritus. Ciliates observed.,cylinder,456.99,,,,,,,,,,Length,6.3,7.4,6.1,6.5,6.1,5.6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.6,9.3,9.3,9.8,9.3,10.2,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,9:45,STTD,64.0,2,3.13%,0.0697,314.159,0.348732495,5,450.43,664,Nitzschia acicularis,Diatom,Nitzschia,acicularis,,1,1,41.6,,,i,BSA.YOLO-24,DK,High sediment and low detritus. Ciliates observed.,prism on parallelogram,75.09,,,,,,,,,,Length,41.6,41.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,9:45,STTD,64.0,2,3.13%,0.0697,314.159,0.348732495,5,450.43,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,3,3,27.63,,,i,BSA.YOLO-24,DK,High sediment and low detritus. Ciliates observed.,prism on parallelogram,110.52,,,,,,,,,,Length,27.6,19.1,43.4,20.4,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.2,2.8,3.1,3.7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.5,1.9,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,9:45,STTD,64.0,2,3.13%,0.0697,314.159,0.348732495,5,450.43,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,62,62,3.16,,,i,BSA.YOLO-24,DK,High sediment and low detritus. Ciliates observed.,sphere,16.52,,,,,,,,,,Length,3.2,2.8,3.7,3.7,3.7,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,9:45,STTD,64.0,2,3.13%,0.0697,314.159,0.348732495,5,450.43,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,2,2,6.5,,,i,BSA.YOLO-24,DK,High sediment and low detritus. Ciliates observed.,2 cones,8.71,,,,,,,,,,Length,6.5,5.6,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.6,1.3,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,9:45,STTD,64.0,2,3.13%,0.0697,314.159,0.348732495,5,450.43,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,2,2,5.75,,,i,BSA.YOLO-24,DK,High sediment and low detritus. Ciliates observed.,prolate spheroid,99.54,,,,,,,,,,Length,5.8,5.0,6.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.8,5.0,6.5,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,9:45,STTD,64.0,2,3.13%,0.0697,314.159,0.348732495,5,450.43,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,5,5,6.32,,,i,BSA.YOLO-24,DK,High sediment and low detritus. Ciliates observed.,cone + half sphere,102.06,,,,,,,,,,Length,6.3,5.6,5.6,7.4,6.5,6.5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.4,2.4,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,9:45,STTD,64.0,2,3.13%,0.0697,314.159,0.348732495,5,450.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,442,888,1,0.9,0.9,c,BSA.YOLO-24,DK,High sediment and low detritus. Ciliates observed.,sphere,0.11,0.27,0.27,0.18,0.18,0.11,0.11,0.38,0.18,0.27,Length,0.8,0.6,0.8,0.8,0.7,0.7,0.6,0.6,0.9,0.7,0.8,0.9,0.6,1.0,0.8,0.7,0.7,0.6,0.9,0.9,0.8,0.7,0.7,0.6,0.8,0.9
Phyto,1/17/2018,9:45,STTD,64.0,2,3.13%,0.0697,314.159,0.348732495,5,450.43,1611,cf. Gymnodinium sp.,Soft Body,Gymnodinium,sp.,,2,2,14.85,,,i,BSA.YOLO-24,DK,High sediment and low detritus. Ciliates observed.,ellipsoid,819.92,,,,,,,,,,Length,14.9,13.0,16.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.4,9.8,13.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,9.3,7.4,11.1,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,15:00,LIS,65.0,2,3.08%,0.0697,314.159,0.348732495,5,450.43,191,Cyclotella spp.,Diatom,Cyclotella,spp.,,11,11,8.16,,,i,BSA.YOLO-25,DK,Moderate sediment and detritus. Ciliates observed. ,cylinder,311.69,,,,,,,,,,Length,6.0,8.7,5.0,3.7,9.3,3.1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.2,13.0,6.8,5.6,9.3,6.1,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,15:00,LIS,65.0,2,3.08%,0.0697,314.159,0.348732495,5,450.43,664,Nitzschia acicularis,Diatom,Nitzschia,acicularis,,1,1,57.4,,,i,BSA.YOLO-25,DK,Moderate sediment and detritus. Ciliates observed. ,prism on parallelogram,192.86,,,,,,,,,,Length,57.4,57.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,15:00,LIS,65.0,2,3.08%,0.0697,314.159,0.348732495,5,450.43,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,24.1,,,i,BSA.YOLO-25,DK,Moderate sediment and detritus. Ciliates observed. ,prism on parallelogram,138.21,,,,,,,,,,Length,24.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,15:00,LIS,65.0,2,3.08%,0.0697,314.159,0.348732495,5,450.43,1007,Ulnaria ulna,Diatom,Ulnaria,ulna,,1,1,18.5,,,i,BSA.YOLO-25,DK, Fragment. Moderate sediment and detritus. Ciliates observed.,elliptic prism,698.89,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,15:00,LIS,65.0,2,3.08%,0.0697,314.159,0.348732495,5,450.43,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,50,50,3.28,,,i,BSA.YOLO-25,DK,Moderate sediment and detritus. Ciliates observed. ,sphere,18.48,,,,,,,,,,Length,3.3,2.8,3.1,3.7,3.7,3.1,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,15:00,LIS,65.0,2,3.08%,0.0697,314.159,0.348732495,5,450.43,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,2,2,25.9,,,i,BSA.YOLO-25,DK,Moderate sediment and detritus. Ciliates observed. ,2 cones,34.72,,,,,,,,,,Length,25.9,18.5,33.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.6,1.3,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,15:00,LIS,65.0,2,3.08%,0.0697,314.159,0.348732495,5,450.43,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,2,2,5.85,,,i,BSA.YOLO-25,DK,Moderate sediment and detritus. Ciliates observed. ,2 cones,2.48,,,,,,,,,,Length,5.9,5.6,6.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,15:00,LIS,65.0,2,3.08%,0.0697,314.159,0.348732495,5,450.43,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,1,1,5,,,i,BSA.YOLO-25,DK,Moderate sediment and detritus. Ciliates observed. ,prolate spheroid,55.40,,,,,,,,,,Length,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,15:00,LIS,65.0,2,3.08%,0.0697,314.159,0.348732495,5,450.43,1352,cf. Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,11.1,,,i,BSA.YOLO-25,DK,Moderate sediment and detritus. Ciliates observed. ,prolate spheroid,182.26,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,15:00,LIS,65.0,2,3.08%,0.0697,314.159,0.348732495,5,450.43,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,7,7,6.44,,,i,BSA.YOLO-25,DK,Moderate sediment and detritus. Ciliates observed. ,cone + half sphere,105.97,,,,,,,,,,Length,6.4,6.5,6.5,5.0,7.4,6.8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.3,3.7,3.7,2.4,3.7,3.1,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,15:00,LIS,65.0,2,3.08%,0.0697,314.159,0.348732495,5,450.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,341,694,1,0.9,0.9,c,BSA.YOLO-25,DK,Moderate sediment and detritus. Ciliates observed. ,sphere,0.38,0.38,0.18,0.27,0.11,0.18,0.27,0.11,0.52,0.18,Length,0.7,0.9,0.9,0.7,0.8,0.6,0.7,0.8,0.6,1.0,0.7,0.9,0.6,0.8,0.7,0.8,0.9,0.6,0.6,0.7,0.8,0.6,0.8,0.7,0.8,0.6
Phyto,1/17/2018,15:00,LIS,65.0,2,3.08%,0.0697,314.159,0.348732495,5,450.43,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,3,16,1.9,,,c,BSA.YOLO-25,DK,Moderate sediment and detritus. Ciliates observed. ,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,15:00,LIS,65.0,2,3.08%,0.0697,314.159,0.348732495,5,450.43,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,2,25,1.34,,,f,BSA.YOLO-25,DK,Moderate sediment and detritus. Ciliates observed. ,cylinder,0.85,,,,,,,,,,Length,1.3,1.3,1.3,1.9,1.3,0.9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,
Phyto,1/17/2018,15:00,LIS,65.0,2,3.08%,0.0697,314.159,0.348732495,5,450.43,1555,Lepocinclis sp.,Soft Body,Lepocinclis,sp.,,1,1,125.9,,,i,BSA.YOLO-25,DK,Moderate sediment and detritus. Ciliates observed. ,2 cones,3609.84,,,,,,,,,,Length,125.9,125.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/18/2018,10:15,SHR,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,2,2,13,,,i,BSA.YOLO-26,DK,Moderate sediment and detritus. Many broken diatoms.,elliptic prism,161.13,,,,,,,,,,Length,11.2,9.3,13.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.0,3.7,4.3,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/18/2018,10:15,SHR,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,1,1,11.1,,,i,BSA.YOLO-26,DK,Moderate sediment and detritus. Many broken diatoms.,cylinder,273.39,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/18/2018,10:15,SHR,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,1,1,12.4,,,i,BSA.YOLO-26,DK,Moderate sediment and detritus. Many broken diatoms.,cylinder,784.96,,,,,,,,,,Length,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,12.4,12.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/18/2018,10:15,SHR,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,20.4,,,i,BSA.YOLO-26,DK,Moderate sediment and detritus. Many broken diatoms.,cylinder,3333.88,,,,,,,,,,Length,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/18/2018,10:15,SHR,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,730,Nitzschia palea,Diatom,Nitzschia,palea,,1,1,28.7,,,i,BSA.YOLO-26,DK,Moderate sediment and detritus. Many broken diatoms.,prism on parallelogram,228.31,,,,,,,,,,Length,28.7,28.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/18/2018,10:15,SHR,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,33.3,,,i,BSA.YOLO-26,DK,Moderate sediment and detritus. Many broken diatoms.,prism on parallelogram,172.49,,,,,,,,,,Length,33.3,33.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/18/2018,10:15,SHR,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,47,47,3.7,,,i,BSA.YOLO-26,DK,Moderate sediment and detritus. Many broken diatoms.,sphere,16.52,,,,,,,,,,Length,3.2,3.1,2.8,3.7,3.1,3.1,,,,,,,,,,,,,,,,,,,,
Phyto,1/18/2018,10:15,SHR,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1135,Monoraphidium convolutum,Soft Body,Monoraphidium,convolutum,,1,1,9.3,,,i,BSA.YOLO-26,DK,Moderate sediment and detritus. Many broken diatoms.,2 cones,66.66,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/18/2018,10:15,SHR,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1191,Pyramimonas sp.,Soft Body,Pyramimonas,sp.,,1,1,16.7,,,i,BSA.YOLO-26,DK,Moderate sediment and detritus. Many broken diatoms.,cone,378.14,,,,,,,,,,Length,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,1/18/2018,10:15,SHR,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,4,4,6.725,,,i,BSA.YOLO-26,DK,Moderate sediment and detritus. Many broken diatoms.,cone + half sphere,118.10,,,,,,,,,,Length,6.7,5.6,5.6,7.4,8.3,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.3,1.9,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,
Phyto,1/18/2018,10:15,SHR,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,373,770,1,0.9,0.9,c,BSA.YOLO-26,DK,Moderate sediment and detritus. Many broken diatoms.,sphere,0.11,0.27,0.18,0.11,0.38,0.38,0.18,0.18,0.27,0.11,Length,0.7,0.6,0.8,0.7,0.6,0.9,0.9,0.7,0.7,0.8,0.6,0.8,0.8,0.6,0.7,0.9,0.8,0.7,0.7,1.0,0.8,0.6,0.6,0.7,0.8,0.7
Phyto,2/13/2018,11:24,LIS,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,8.33,,,i,BSA.YOLO-27,DK,High sediment and moderate detritus. ,cylinder,241.43,,,,,,,,,,Length,4.4,5.6,3.1,4.6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.3,11.1,5.6,8.3,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/13/2018,11:24,LIS,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,664,Nitzschia acicularis,Diatom,Nitzschia,acicularis,,1,1,59.3,,,i,BSA.YOLO-27,DK,High sediment and moderate detritus. ,prism on parallelogram,340.09,,,,,,,,,,Length,59.3,59.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/13/2018,11:24,LIS,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,720,Nitzschia linearis,Diatom,Nitzschia,linearis,,1,1,83.3,,,i,BSA.YOLO-27,DK,High sediment and moderate detritus. ,prism on parallelogram,770.53,,,,,,,,,,Length,83.3,83.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/13/2018,11:24,LIS,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,18.5,,,i,BSA.YOLO-27,DK,High sediment and moderate detritus. ,prism on parallelogram,125.80,,,,,,,,,,Length,18.5,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.0,4.3,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.4,3.7,3.1,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/13/2018,11:24,LIS,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,59,59,3.58,,,i,BSA.YOLO-27,DK,High sediment and moderate detritus. ,sphere,24.02,,,,,,,,,,Length,3.6,3.7,2.8,4.3,4.3,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,2/13/2018,11:24,LIS,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,3,3,17.3,,,i,BSA.YOLO-27,DK,High sediment and moderate detritus. ,2 cones,9.61,,,,,,,,,,Length,17.3,14.8,16.7,20.4,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.0,0.9,0.9,1.3,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/13/2018,11:24,LIS,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,1,1,5.6,,,i,BSA.YOLO-27,DK,High sediment and moderate detritus. ,2 cones,2.38,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/13/2018,11:24,LIS,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1140,Monoraphidium tortile,Soft Body,Monoraphidium,tortile,,2,2,12.95,,,i,BSA.YOLO-27,DK,High sediment and moderate detritus. ,2 cones,17.36,,,,,,,,,,Length,13.0,14.8,11.1,,,,,,,,,,,,,,,,,,,,,,,
