Date,SamplePeriod,Year,WYType,FlowPulseType,NetFlowDays,Month,StationCode,Region,WaterTemp,Secchi,EC,SpCnd,pH,DO,Turbidity,Classification,Organism,Phylum,Class,Order,Family,Genus,Species,TaxonName,Taxlife,TaxonRank,CommonName,LifeStage,CPUEZoop,BPUE
10/2/2015,After,2015,C,NF,42,Oct,RD22,Upstream,20.1,0.22,701,636,7.92,4.58,38.9,Calanoids,Arctodiaptomus dorsalis,Arthropoda,Hexanauplia,Calanoida,Diaptomidae,Arctodiaptomus,dorsalis,Arctodiaptomus dorsalis,Arctodiaptomus dorsalis NA,Species,Arctodiaptomus dorsalis,NA,2.020145189,8.080580757
9/16/2015,During,2015,C,NF,42,Sep,I80,Upstream,21.06,0.29,587,635,7.72,4.3,27,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,19.07120859,28.60681288
9/16/2015,During,2015,C,NF,42,Sep,RD22,Upstream,20.74,0.2,578,629,7.73,3.37,33.3,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,41.31196912,61.96795368
10/1/2015,During,2015,C,NF,42,Oct,RVB,Downstream,20.48,0.9,291,319,7.8,7.49,9.25,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,2467.511619,3701.267428
10/2/2015,After,2015,C,NF,42,Oct,RCS,Upstream,20.03,0.3,589,650,7.73,4.79,32.7,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,2.320897142,6.178228191
10/2/2015,After,2015,C,NF,42,Oct,LIS,Transition,19.79,0.28,634,705,7.83,6.1,40.4,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,368.6903404,981.453686
10/2/2015,After,2015,C,NF,42,Oct,I80,Upstream,19.42,0.28,631,707,7.96,5.06,30.1,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,30.6489764,45.9734646
10/13/2015,After,2015,C,NF,42,Oct,RVB,Downstream,18.43,2.1,187,213,7.32,8.46,2.4,Calanoids,Acartiella sinensis,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartiella,sinensis,Acartiella sinensis,Acartiella sinensis NA,Species,Acartiella sinensis,NA,26.14540156,69.70364057
10/2/2015,After,2015,C,NF,42,Oct,RCS,Upstream,20.03,0.3,589,650,7.73,4.79,32.7,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,20.88807428,31.33211141
10/2/2015,After,2015,C,NF,42,Oct,RD22,Upstream,20.1,0.22,701,636,7.92,4.58,38.9,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,22.22159708,33.33239562
10/13/2015,After,2015,C,NF,42,Oct,LIB,Downstream,17.96,2.6,196,227,7.56,8.8,2.3,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,15.22415605,40.52670339
10/13/2015,After,2015,C,NF,42,Oct,STTD,Transition,18.53,0.3,273,312,7.8,9.65,23.6,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,96.23541735,256.178681
10/13/2015,After,2015,C,NF,42,Oct,RYI,Downstream,17.94,2.1,183,212,7.45,8.58,2.7,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,61.28698716,163.1459598
10/13/2015,After,2015,C,NF,42,Oct,LIS,Transition,20.9,0.2,323,350,7.94,6.43,51.4,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,23.67352549,63.01892484
10/13/2015,After,2015,C,NF,42,Oct,RVB,Downstream,18.43,2.1,187,213,7.32,8.46,2.4,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,28.1565863,74.95283273
10/13/2015,After,2015,C,NF,42,Oct,RVB,Downstream,18.43,2.1,187,213,7.32,8.46,2.4,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,374.0803609,561.1205413
10/13/2015,After,2015,C,NF,42,Oct,BL5,Downstream,18.1,0.06,222,255,8.12,9.25,7.3,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,2629.63249,3944.448736
10/14/2015,After,2015,C,NF,42,Oct,RD22,Upstream,20.44,0.28,774,848,7.98,5.31,34.7,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,19.6903483,29.53552245
10/27/2015,After,2015,C,NF,42,Oct,STTD,Transition,18.76,0.39,241,274,7.84,7.62,38.7,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,517.3002634,775.9503951
10/27/2015,After,2015,C,NF,42,Oct,RVB,Downstream,19.34,1.25,207,232,7.65,7.88,7.1,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,6387.382501,9581.073752
10/27/2015,After,2015,C,NF,42,Oct,LIB,Downstream,19.11,1.2,185,208,7.84,8.33,3,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,11865.91437,17798.87156
10/14/2015,After,2015,C,NF,42,Oct,RCS,Upstream,20.64,0.25,671,732,8.13,7.14,31.1,Calanoids,Diaptomus spp.,Arthropoda,Hexanauplia,Calanoida,Diaptomidae,Diaptomus,NA,Diaptomus sp.,Diaptomus sp. NA,Genus,Diaptomus sp.,NA,19.12345234,76.49380936
10/14/2015,After,2015,C,NF,42,Oct,I80,Upstream,21.11,0.25,823,889,8.06,4.76,36.9,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,12.76451245,33.97913215
10/27/2015,After,2015,C,NF,42,Oct,BL5,Downstream,18.8,0.8,204,231,8.17,8.6,9,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,635.8432283,953.7648425
10/27/2015,After,2015,C,NF,42,Oct,RYI,Downstream,19.11,2.1,175,197,7.73,8.61,2.5,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,3437.388156,5156.082234
10/28/2015,After,2015,C,NF,42,Oct,RD22,Upstream,17.34,0.25,1018,1193,8.59,9.64,46.9,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,103.1103334,154.6655002
10/28/2015,After,2015,C,NF,42,Oct,I80,Upstream,17.37,0.33,918,1074,8.15,2.41,19.3,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,23.27557661,34.91336492
10/28/2015,After,2015,C,NF,42,Oct,LIS,Transition,18.27,0.22,272,312,8.26,6.69,56.5,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,5710.376861,8565.565291
11/10/2015,After,2015,C,NF,42,Nov,STTD,Transition,12.68,0.55,193,258,7.78,9.67,19.5,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,221.7157793,332.573669
10/27/2015,After,2015,C,NF,42,Oct,RVB,Downstream,19.34,1.25,207,232,7.65,7.88,7.1,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,1947.372714,5183.906164
10/27/2015,After,2015,C,NF,42,Oct,RYI,Downstream,19.11,2.1,175,197,7.73,8.61,2.5,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,315.8681008,840.8408843
10/27/2015,After,2015,C,NF,42,Oct,LIB,Downstream,19.11,1.2,185,208,7.84,8.33,3,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,329.6087325,877.418446
10/27/2015,After,2015,C,NF,42,Oct,BL5,Downstream,18.8,0.8,204,231,8.17,8.6,9,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,135.8392351,361.604044
10/27/2015,After,2015,C,NF,42,Oct,STTD,Transition,18.76,0.39,241,274,7.84,7.62,38.7,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,756.0542312,2012.616363
6/1/2016,Before,2016,BN,MA-SR,19,Jun,STTD,Transition,24.19,0.17,339,344,7.92,6.84,61.3,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,11069.44318,16604.16477
6/14/2016,Before,2016,BN,MA-SR,19,Jun,STTD,Transition,20.81,0.17,201,218,7.75,8.3,103.3,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,404.0232601,606.0348901
6/30/2016,Before,2016,BN,MA-SR,19,Jun,STTD,Transition,25.87,0.22,223,220,7.64,6.68,61.2,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,4702.363721,7053.545582
10/28/2015,After,2015,C,NF,42,Oct,I80,Upstream,17.37,0.33,918,1074,8.15,2.41,19.3,Calanoids,Eurytemora affinis adult,Arthropoda,Hexanauplia,Calanoida,Temoridae,Eurytemora,affinis,Eurytemora affinis,Eurytemora affinis adult,Species,Eurytemora affinis,adult,11.63778831,35.70473452
10/28/2015,After,2015,C,NF,42,Oct,I80,Upstream,17.37,0.33,918,1074,8.15,2.41,19.3,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,23.27557661,61.95958494
10/28/2015,After,2015,C,NF,42,Oct,LIS,Transition,18.27,0.22,272,312,8.26,6.69,56.5,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,275.3431191,732.9633829
6/30/2016,Before,2016,BN,MA-SR,19,Jun,RVB,Downstream,23.34,1,124,128,7.56,9.19,8.8,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,4579.093117,6868.639675
11/10/2015,After,2015,C,NF,42,Nov,STTD,Transition,12.68,0.55,193,258,7.78,9.67,19.5,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,19.70806927,52.4628804
6/30/2016,Before,2016,BN,MA-SR,19,Jun,LIB,Downstream,22.94,0.7,128,133,7.55,8.84,18.4,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,1064.132665,1596.198997
6/30/2016,Before,2016,BN,MA-SR,19,Jun,RYI,Downstream,23.11,0.9,119,123,7.47,8.72,11,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,1918.077966,2877.116949
6/1/2016,Before,2016,BN,MA-SR,19,Jun,STTD,Transition,24.19,0.17,339,344,7.92,6.84,61.3,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,384.3556659,1023.154783
6/1/2016,Before,2016,BN,MA-SR,19,Jun,STTD,Transition,24.19,0.17,339,344,7.92,6.84,61.3,Calanoids,Sinocalanus doerrii adult,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Sinocalanus,doerrii,Sinocalanus doerrii,Sinocalanus doerrii adult,Species,Sinocalanus doerrii,adult,384.3556659,1311.805888
6/30/2016,Before,2016,BN,MA-SR,19,Jun,BL5,Downstream,23,0.22,166,172,7.67,8.27,56.5,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,8793.101017,13189.65152
6/14/2016,Before,2016,BN,MA-SR,19,Jun,STTD,Transition,20.81,0.17,201,218,7.75,8.3,103.3,Calanoids,Sinocalanus doerrii adult,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Sinocalanus,doerrii,Sinocalanus doerrii,Sinocalanus doerrii adult,Species,Sinocalanus doerrii,adult,73.45877456,250.7147976
7/7/2016,Before,2016,BN,MA-SR,19,Jul,BL5,Downstream,20.49,0.24,130,142,7.81,9.81,47.7,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,11253.01783,16879.52674
7/7/2016,Before,2016,BN,MA-SR,19,Jul,LIB,Downstream,20.91,0.5,114,124,7.69,9.83,13.9,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,2159.742203,3239.613304
7/7/2016,Before,2016,BN,MA-SR,19,Jul,STTD,Transition,21.14,0.21,153,165,7.72,8.9,66.3,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,4470.176703,6705.265055
7/7/2016,Before,2016,BN,MA-SR,19,Jul,RYI,Downstream,21.13,0.7,113,122,7.57,9.24,17.1,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,10232.90123,15349.35184
7/8/2016,Before,2016,BN,MA-SR,19,Jul,I80,Upstream,21.55,0.18,822,880,8.77,10.26,87.4,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,325.8748816,488.8123225
6/30/2016,Before,2016,BN,MA-SR,19,Jun,RVB,Downstream,23.34,1,124,128,7.56,9.19,8.8,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,549.491174,1462.745505
6/30/2016,Before,2016,BN,MA-SR,19,Jun,STTD,Transition,25.87,0.22,223,220,7.64,6.68,61.2,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,286.7294952,763.2739162
6/30/2016,Before,2016,BN,MA-SR,19,Jun,BL5,Downstream,23,0.22,166,172,7.67,8.27,56.5,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,436.5369299,1162.061307
6/30/2016,Before,2016,BN,MA-SR,19,Jun,LIB,Downstream,22.94,0.7,128,133,7.55,8.84,18.4,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,201.322396,535.9202182
7/8/2016,Before,2016,BN,MA-SR,19,Jul,LIS,Transition,22.95,0.19,201,210,8.31,7.52,80.2,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,2566.084369,3849.126553
7/8/2016,Before,2016,BN,MA-SR,19,Jul,RD22,Upstream,23.79,0.17,783,802,8.14,5.36,62.1,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,306.69707,460.0456051
7/19/2016,During,2016,BN,MA-SR,19,Jul,LIS,Transition,23.13,0.3,614,637,8.12,5.99,36.6,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,42.9620286,64.4430429
7/19/2016,During,2016,BN,MA-SR,19,Jul,STTD,Transition,22.86,0.24,735,766,8.1,7.04,57.9,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,5554.193839,8331.290758
7/19/2016,During,2016,BN,MA-SR,19,Jul,RVB,Downstream,21.32,0.8,106,114,7.55,8.62,9.5,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,4467.113261,6700.669891
7/7/2016,Before,2016,BN,MA-SR,19,Jul,LIB,Downstream,20.91,0.5,114,124,7.69,9.83,13.9,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,119.9856779,319.4018747
7/19/2016,During,2016,BN,MA-SR,19,Jul,RYI,Downstream,20.7,0.74,117,128,7.73,8.64,16.5,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,5809.822887,8714.734331
7/19/2016,During,2016,BN,MA-SR,19,Jul,LIB,Downstream,20.62,0.72,116,127,7.97,8.92,11.8,Calanoids,Calanoid copepodids,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,Calanoida,Calanoida copepodid,Order,Calanoid,copepodid,6478.12757,9717.191355
8/8/2018,Before,2018,BN,MA-Ag,30,Aug,BL5,Downstream,21,0.95,150,163,8.02,7.51,8.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,112.9070189,189.6837917
7/8/2016,Before,2016,BN,MA-SR,19,Jul,RCS,Upstream,24.56,0.23,932,940,8.01,4.71,28.4,Calanoids,Leptodiaptomus siciloides,Arthropoda,Hexanauplia,Calanoida,Diaptomidae,Leptodiaptomus,siciloides,Leptodiaptomus siciloides,Leptodiaptomus siciloides NA,Species,Leptodiaptomus siciloides,NA,249.1730518,327.0396305
7/8/2016,Before,2016,BN,MA-SR,19,Jul,I80,Upstream,21.55,0.18,822,880,8.77,10.26,87.4,Calanoids,Leptodiaptomus siciloides,Arthropoda,Hexanauplia,Calanoida,Diaptomidae,Leptodiaptomus,siciloides,Leptodiaptomus siciloides,Leptodiaptomus siciloides NA,Species,Leptodiaptomus siciloides,NA,46.55355452,61.10154031
7/8/2016,Before,2016,BN,MA-SR,19,Jul,LIS,Transition,22.95,0.19,201,210,8.31,7.52,80.2,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,1026.433747,2732.366636
10/1/2015,During,2015,C,NF,42,Oct,RYI,Downstream,20.26,1.5,227,250,7.77,7.37,6.08,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,47.85170169,80.39085883
10/25/2018,After,2018,BN,MA-Ag,30,Oct,RVB,Downstream,16.9,2.6,129,153,7.72,8.83,2.8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,22.54022993,37.86758627
7/19/2017,Before,2017,W,CA,12,Jul,STTD,Transition,25.2,0.25,234.9,234.2,8.14,6.94,30.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,18.76700064,31.52856108
8/30/2017,During,2017,W,CA,12,Aug,LIB,Downstream,22.4,1.4,133,140,7.65,7.92,2.3,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,60.38823253,101.4522306
9/27/2018,After,2018,BN,MA-Ag,30,Sep,STTD,Transition,21.9,0.41,530,563,8.13,7.89,16.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,411.832714,691.8789595
10/4/2018,After,2018,BN,MA-Ag,30,Oct,BL5,Downstream,19.6,1.4,166,154,7.6,8.2,3.2,Cladocera,Camptocercus,Arthropoda,Branchiopoda,Diplostraca,Eurycercidae,Camptocercus,NA,Camptocercus sp.,Camptocercus sp. NA,Genus,Camptocercus sp.,NA,16.20454441,16.20454441
8/8/2018,Before,2018,BN,MA-Ag,30,Aug,RVB,Downstream,21.3,1.6,138,149,7.45,7.89,2.4,Cladocera,Camptocercus,Arthropoda,Branchiopoda,Diplostraca,Eurycercidae,Camptocercus,NA,Camptocercus sp.,Camptocercus sp. NA,Genus,Camptocercus sp.,NA,9.262455065,9.262455065
9/13/2016,After,2016,BN,MA-SR,19,Sep,BL5,Downstream,17,0.52,156,184,8.62,9.69,17.5,Cladocera,Camptocercus,Arthropoda,Branchiopoda,Diplostraca,Eurycercidae,Camptocercus,NA,Camptocercus sp.,Camptocercus sp. NA,Genus,Camptocercus sp.,NA,44.63036827,44.63036827
8/20/2019,Before,2019,W,MA-Ag,26,Aug,RCS,Upstream,25,0.28,539,539,7.69,4.88,37.3,Cladocera,Camptocercus,Arthropoda,Branchiopoda,Diplostraca,Eurycercidae,Camptocercus,NA,Camptocercus sp.,Camptocercus sp. NA,Genus,Camptocercus sp.,NA,0.409840964,0.409840964
9/19/2018,During,2018,BN,MA-Ag,30,Sep,BL5,Downstream,19.2,1.6,266.5,296.2,8.71,8.83,9.2,Cladocera,Camptocercus,Arthropoda,Branchiopoda,Diplostraca,Eurycercidae,Camptocercus,NA,Camptocercus sp.,Camptocercus sp. NA,Genus,Camptocercus sp.,NA,30.01603701,30.01603701
10/25/2018,After,2018,BN,MA-Ag,30,Oct,RVB,Downstream,16.9,2.6,129,153,7.72,8.83,2.8,Cladocera,Camptocercus,Arthropoda,Branchiopoda,Diplostraca,Eurycercidae,Camptocercus,NA,Camptocercus sp.,Camptocercus sp. NA,Genus,Camptocercus sp.,NA,1.878352494,1.878352494
10/28/2015,After,2015,C,NF,42,Oct,I80,Upstream,17.37,0.33,918,1074,8.15,2.41,19.3,Cladocera,Camptocercus,Arthropoda,Branchiopoda,Diplostraca,Eurycercidae,Camptocercus,NA,Camptocercus sp.,Camptocercus sp. NA,Genus,Camptocercus sp.,NA,5.818894153,5.818894153
9/13/2018,During,2018,BN,MA-Ag,30,Sep,BL5,Downstream,19.4,1.2,276,308,8.34,8.61,7.5,Cladocera,Camptocercus,Arthropoda,Branchiopoda,Diplostraca,Eurycercidae,Camptocercus,NA,Camptocercus sp.,Camptocercus sp. NA,Genus,Camptocercus sp.,NA,5.816636618,5.816636618
9/18/2019,During,2019,W,MA-Ag,26,Sep,LIB,Downstream,20,1.4,160,177,7.6,8.15,6.2,Cladocera,Camptocercus,Arthropoda,Branchiopoda,Diplostraca,Eurycercidae,Camptocercus,NA,Camptocercus sp.,Camptocercus sp. NA,Genus,Camptocercus sp.,NA,19.70155374,19.70155374
9/19/2018,During,2018,BN,MA-Ag,30,Sep,LIS,Transition,20,0.35,537,594,7.53,5.39,18.3,Cladocera,Camptocercus,Arthropoda,Branchiopoda,Diplostraca,Eurycercidae,Camptocercus,NA,Camptocercus sp.,Camptocercus sp. NA,Genus,Camptocercus sp.,NA,17.74315066,17.74315066
