,Taxlife,Date,Year,Month,DateTime,Time,StationCode,WaterTemp,Secchi,EC,SpCnd,pH,DO,Turbidity,FlowMeterSpeed,StartMeter,EndMeter,VolMeso,SubMeso,VolMicro,SubMicro,Subsample,OrganismID,Classification,Organism,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Genus,Species,TaxonName,TaxonRank,CommonName,LifeStage,Count,CPUEZoop,WYType,FlowPulseType,NetFlowDays,SamplePeriod,CarbonWeight,BPUE
1665,Ceriodaphnia sp. NA,11/13/2012,2012,11,11/13/2012 6:30,11:30:00,SHR,12,1.48,117,NA,7.9,10.83,5.3,Low,979146,980000,175,1,175,1,5,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,37,134.2397123,BN,CA,38,After,4,536.9588492
1666,Ceriodaphnia sp. NA,10/14/2015,2015,10,10/14/2015 6:35,10:35:00,RD22,20.44,0.28,774,848,7.98,5.31,34.7,Low,991906,993000,73,1.2,73,1.2,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,6,29.53552245,C,NF,42,After,4,118.1420898
1667,Ceriodaphnia sp. NA,11/15/2011,2011,11,11/15/2011 5:18,10:18:00,STTD,11.9,0.29,412,NA,7.91,7.61,NA,Low,1992,4600,500,1,150,1,5,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,12,40.73266018,W,NF,63,After,4,162.9306407
1668,Ceriodaphnia sp. NA,8/19/2015,2015,8,8/19/2015 6:35,10:35:00,RD22,25.08,NA,798,799,7.91,1.24,8.5,Low,586571,588000,44,2,44,5,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,25,34.07215288,C,NF,42,Before,4,136.2886115
1669,Ceriodaphnia sp. NA,9/7/2011,2011,9,9/7/2011 4:18,8:18:00,SHR,20.3,0.86,135,NA,8.19,9.58,NA,Regular,150000,154160,200,1,200,1,5,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,17,30.99483511,W,NF,63,During,4,123.9793404
1670,Ceriodaphnia sp. NA,9/1/2015,2015,9,9/1/2015 8:25,12:25:00,LIB,23.1,2,196,204,7.74,8.12,3.7,Low,575945,579000,108,0.2,108,2.7,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,12,187.7728968,C,NF,42,During,4,751.0915873
1671,Ceriodaphnia sp. NA,8/17/2016,2016,8,8/17/2016 5:52,9:52:00,RD22,23.88,0.23,831,849,7.84,5.63,31.9,Low,956772,957830,82,7,82,21,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,12,11.76198187,BN,MA-SR,19,After,4,47.04792749
1672,Ceriodaphnia sp. NA,10/28/2015,2015,10,10/28/2015 5:25,9:25:00,RD22,17.34,0.25,1018,1193,8.59,9.64,46.9,Low,975695,977000,80,1,80,5,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,1,5.426859655,C,NF,42,After,4,21.70743862
1673,Ceriodaphnia sp. NA,6/30/2016,2016,6,6/30/2016 8:12,12:12:00,LIB,22.94,0.7,128,133,7.55,8.84,18.4,Regular,16000,19740,208,1.1,208,1.1,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,20,191.7356153,BN,MA-SR,19,Before,4,766.9424611
1674,Ceriodaphnia sp. NA,6/30/2016,2016,6,6/30/2016 7:30,11:30:00,BL5,23,0.22,166,172,7.67,8.27,56.5,Regular,10000,13375,222,0.2,222,0.3,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,18,1122.523534,BN,MA-SR,19,Before,4,4490.094136
1675,Ceriodaphnia sp. NA,7/19/2016,2016,7,7/19/2016 8:25,12:25:00,LIB,20.62,0.72,116,127,7.97,8.92,11.8,Regular,976000,978028,500,0.7,500,0.7,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,10,667.8482031,BN,MA-SR,19,During,4,2671.392812
1676,Ceriodaphnia sp. NA,10/3/2017,2017,10,10/3/2017 5:48,9:48:00,SHR,16,1.01,81,98,7.81,9.64,1.2,Low,928534,930600,89,2.5,89,2.5,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,2,3.050835501,W,CA,12,After,4,12.20334201
1677,Ceriodaphnia sp. NA,9/5/2018,2018,9,9/5/2018 6:57,10:57:00,STTD,22.2,0.25,522,551,7.74,6.43,19.3,Low,696288,699547,62,0.3,62,0.2,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,8,44.91021936,BN,MA-Ag,30,During,4,179.6408774
1678,Ceriodaphnia sp. NA,9/13/2016,2016,9,9/13/2016 9:04,13:04:00,RVB,19.56,1.5,148,166,7.76,8.95,4.4,Low,963795,966000,74,0.2,74,0.6,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,3,44.56393171,BN,MA-SR,19,After,4,178.2557268
1679,Ceriodaphnia sp. NA,10/15/2019,2019,10,10/15/2019 14:24,14:24:00,I80,16.9,0.26,606,718,8.37,14.21,31.9,Low,914459,915000,49,1.2,49,1,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,2,13.36339112,W,MA-Ag,26,After,4,53.45356448
1680,Ceriodaphnia sp. NA,8/21/2019,2019,8,8/21/2019 10:55,10:55:00,LIB,21.7,1.2,133,142,7.87,8.61,5.7,Low,939600,943000,58,0.1,58,3,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,3,45.30430227,W,MA-Ag,26,Before,4,181.2172091
1681,Ceriodaphnia sp. NA,8/3/2017,2017,8,8/3/2017 4:50,8:50:00,RCS,27.2,0.26,623,599,7.8,4.28,37,Low,983261,984250,64,1.7,64,1.9,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,11,37.06777867,W,CA,12,Before,4,148.2711147
1682,Ceriodaphnia sp. NA,9/5/2018,2018,9,9/5/2018 8:20,12:20:00,BL5,20.4,0.8,201,221,8.47,8.34,7.9,Low,586320,590038,89,0.5,89,0.8,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,3,12.71454978,BN,MA-Ag,30,During,4,50.85819913
1683,Ceriodaphnia sp. NA,10/19/2017,2017,10,10/19/2017 6:14,10:14:00,STTD,15.9,0.62,131,159,7.82,9.59,9.1,Low,915020,916217,57,1.6,57,3.6,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,17,44.78976244,W,CA,12,After,4,179.1590498
1684,Ceriodaphnia sp. NA,9/24/2014,2014,9,9/24/2014 7:31,11:31:00,LIB,21.2,0.8,205,NA,7.89,8.96,10.6,Low,761779,763000,800,1,800,1,5,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,5,58.00206265,C,NF,15,After,4,232.0082506
1685,Ceriodaphnia sp. NA,9/4/2019,2019,9,9/4/2019 10:50,10:50:00,LIB,22.2,1.55,140,147,7.57,7.85,4.1,Low,848500,852261,43,0.2,43,14,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,6,30.36375594,W,MA-Ag,26,During,4,121.4550237
1686,Ceriodaphnia sp. NA,10/18/2018,2018,10,10/18/2018 6:59,10:59:00,BL5,17,1.4,148,175,8.41,9.71,15.4,Low,612652,614731,73,1,73,2.1,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,22,68.3848922,BN,MA-Ag,30,After,4,273.5395688
1687,Ceriodaphnia sp. NA,11/13/2013,2013,11,11/13/2013 4:44,9:44:00,SHR,13.3,1.41,124,NA,7.4,10.22,3.2,Low,916964,919800,200,1,75,1,5,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,2,2.497197408,D,NF,42,After,4,9.988789633
1688,Ceriodaphnia sp. NA,8/22/2018,2018,8,8/22/2018 7:20,11:20:00,RYI,21,1.9,149,161,7.77,8.32,3.5,Low,741614,744000,56,0.05,61,0.2,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,1,41.55436961,BN,MA-Ag,30,Before,4,166.2174784
1689,Ceriodaphnia sp. NA,10/14/2015,2015,10,10/14/2015 4:43,8:43:00,RCS,20.64,0.25,671,732,8.13,7.14,31.1,Low,992889,994000,64,0.8,64,3.8,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,22,140.2386505,C,NF,42,After,4,560.9546019
1690,Ceriodaphnia sp. NA,7/19/2017,2017,7,7/19/2017 9:29,13:29:00,RVB,23.6,1.2,125,128,7.64,7.93,5.2,Low,31895,35000,74,0.09,74,1,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,2,46.8842223,W,CA,12,Before,4,187.5368892
1691,Ceriodaphnia sp. NA,10/7/2014,2014,10,10/7/2014 6:38,10:38:00,BL5,21.5,0.3,209,NA,6.67,9.37,18.1,Low,747942,749000,2000,1,300,1,5,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,3,100.4071623,C,NF,15,After,4,401.6286493
1692,Ceriodaphnia sp. NA,7/19/2016,2016,7,7/19/2016 5:47,9:47:00,LIS,23.13,0.3,614,637,8.12,5.99,36.6,Regular,967251,967995,59,0.7,59,0.1,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,23,494.0633289,BN,MA-SR,19,During,4,1976.253316
1693,Ceriodaphnia sp. NA,9/3/2019,2019,9,9/3/2019 9:24,9:24:00,RMB,23.4,0.19,495,511,7.72,5.05,39.4,Low,928616,930000,221,1.4,221,1.4,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,58,585.6326164,W,MA-Ag,26,During,4,2342.530466
1694,Ceriodaphnia sp. NA,10/6/2011,2011,10,10/6/2011 4:04,8:04:00,SHR,15.1,1.04,89,NA,8.21,9.95,NA,Regular,0,1011,150,1,150,1,5,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,11,61.89228724,W,NF,63,During,4,247.569149
1695,Ceriodaphnia sp. NA,8/26/2014,2014,8,8/26/2014 3:45,7:45:00,SHR,22.5,1.8,151,NA,7.7,8.67,3.72,Low,806375,809000,100,2,100,2,8,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,23,4.847833111,C,NF,15,Before,4,19.39133245
1696,Ceriodaphnia sp. NA,8/18/2015,2015,8,8/18/2015 8:43,12:43:00,RYI,23.86,1.55,190,194,7.49,7.49,6.2,Low,593975,595000,67,0.2,67,3.2,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,3,86.7983184,C,NF,42,Before,4,347.1932736
1697,Ceriodaphnia sp. NA,7/25/2013,2013,7,7/25/2013 8:00,12:00:00,SHR,22.3,1.2,124,NA,8.15,9.29,5.4,Low,946961,949928,75,2,75,2,5,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,7,1.566429567,D,NF,42,Before,4,6.265718269
1698,Ceriodaphnia sp. NA,8/6/2019,2019,8,8/6/2019 11:57,11:57:00,RCS,26.9,0.24,599,578,7.74,4.48,67.3,Low,934462,935251,58,5,58,9,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,22,28.63339087,W,MA-Ag,26,Before,4,114.5335635
1699,Ceriodaphnia sp. NA,8/7/2019,2019,8,8/7/2019 9:36,9:36:00,RVB,22.8,1.2,127,133,7.42,7.69,8.1,Low,996490,1000000,58,0.2,58,3.1,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,1,7.314084887,W,MA-Ag,26,Before,4,29.25633955
1700,Ceriodaphnia sp. NA,7/18/2016,2016,7,7/18/2016 4:25,8:25:00,SHR,19.86,NA,82,91,6.87,9.38,7.8,Regular,63000,63817,79,1.7,79,1.7,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,1,10.78524119,BN,MA-SR,19,During,4,43.14096475
1701,Ceriodaphnia sp. NA,9/25/2014,2014,9,9/25/2014 8:15,12:15:00,LIS,22.3,0.25,953,NA,7.79,9.87,39.9,Low,751966,752880,125,1,125,1,5,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,4,9.685519488,C,NF,15,After,4,38.74207795
1702,Ceriodaphnia sp. NA,9/1/2015,2015,9,9/1/2015 7:50,11:50:00,BL5,22.58,0.6,225,236,8.15,7.92,20.1,Low,579277,582000,76,0.5,76,1,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,17,84.00671125,C,NF,42,During,4,336.026845
1703,Ceriodaphnia sp. NA,8/7/2012,2012,8,8/7/2012 3:48,7:48:00,SHR,20.3,0.91,109,NA,7.33,9.83,8.5,Low,998391,999999,175,1,175,1,5,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,12,23.12237078,BN,CA,38,Before,4,92.48948311
1704,Ceriodaphnia sp. NA,10/16/2019,2019,10,10/16/2019 10:40,10:40:00,LIB,16.1,1.5,122,147,7.7,9.2,5.8,Low,744631,745327,36,0.4,36,0.8,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,1,11.44728208,W,MA-Ag,26,After,4,45.78912834
1705,Ceriodaphnia sp. NA,9/2/2015,2015,9,9/2/2015 5:12,9:12:00,RCS,22.86,0.34,578,603,7.07,NA,29.8,Low,566023,567600,102,1.2,102,2,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,18,85.88728067,C,NF,42,During,4,343.5491227
1706,Ceriodaphnia sp. NA,10/10/2018,2018,10,10/10/2018 9:38,13:38:00,RYI,18.3,1.67,141,162,7.72,8.16,3.1,Low,892608,896381,83,0.3,83,1.4,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,8,51.93129283,BN,MA-Ag,30,After,4,207.7251713
1707,Ceriodaphnia sp. NA,10/19/2017,2017,10,10/19/2017 8:22,12:22:00,LIB,15.6,1.1,109,133,7.69,9.25,6.4,Low,910076,912500,89,0.3,89,0.7,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,12,130.0129156,W,CA,12,After,4,520.0516622
1708,Ceriodaphnia sp. NA,10/15/2019,2019,10,10/15/2019 12:54,12:54:00,RD22,17,0.25,715,843,7.66,6.78,45.1,Low,915359,916100,53,2,53,0.5,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,10,31.65896998,W,MA-Ag,26,After,4,126.6358799
1709,Ceriodaphnia sp. NA,7/19/2016,2016,7,7/19/2016 7:42,11:42:00,BL5,20.85,0.23,175,195,8.05,8.95,54.9,Regular,973000,974441,563,1.9,563,1.9,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,1,38.99101684,BN,MA-SR,19,During,4,155.9640674
1710,Ceriodaphnia sp. NA,10/25/2018,2018,10,10/25/2018 8:26,12:26:00,RYI,16.7,2.4,136,162,7.91,8.93,3.7,Low,590594,594062,50,0.5,50,0.9,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,11,28.07906947,BN,MA-Ag,30,After,4,112.3162779
1711,Ceriodaphnia sp. NA,10/6/2011,2011,10,10/6/2011 5:53,9:53:00,STTD,18.3,0.28,653,NA,8.01,6.93,NA,Regular,1011,1058,75,10,75,10,5,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,4,24.20622917,W,NF,63,During,4,96.82491668
1712,Ceriodaphnia sp. NA,7/26/2018,2018,7,7/26/2018 7:30,11:30:00,RYI,22.5,1.5,134,141,7.51,8.08,5,Low,814850,818000,92,0.1,92,0.7,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,2,51.71021985,BN,MA-Ag,30,Before,4,206.8408794
1713,Ceriodaphnia sp. NA,9/23/2014,2014,9,9/23/2014 5:53,9:53:00,SHR,21.2,1.7,152,NA,7.87,9.02,3.7,Low,765516,768000,125,2,125,2,6,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,14,5.197258595,C,NF,15,During,4,20.78903438
1714,Ceriodaphnia sp. NA,9/12/2017,2017,9,9/12/2017 6:15,10:15:00,SHR,20.4,NA,117,127,7.54,8.79,4.2,Low,957633,960000,71,2.9,71,2.9,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,12,10.98784322,W,CA,12,During,4,43.95137287
1715,Ceriodaphnia sp. NA,9/1/2015,2015,9,9/1/2015 8:50,12:50:00,RYI,23.17,1.7,197,204,7.55,7.47,4.7,Low,575386,576000,44,0.1,44,0.9,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,3,190.3157256,C,NF,42,During,4,761.2629024
1716,Ceriodaphnia sp. NA,8/30/2017,2017,8,8/30/2017 4:59,8:59:00,LIS,24.7,0.18,327,329,8.09,6.7,54.2,Low,974318,975953,77,0.3,77,0.9,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,1,13.89699267,W,CA,12,During,4,55.58797068
1717,Ceriodaphnia sp. NA,11/9/2018,2018,11,11/9/2018 4:29,9:29:00,SHR,12.8,3.5,106,138,7.84,9.87,4.6,Low,565907,567934,53,4,53,20,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,17,9.83739627,BN,MA-Ag,30,After,4,39.34958508
1718,Ceriodaphnia sp. NA,9/13/2017,2017,9,9/13/2017 9:45,13:45:00,RVB,21.7,1.2,137,146,7.57,8.1,5.6,Low,938789,942000,82,0.4,82,5,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,2,11.30349291,W,CA,12,During,4,45.21397163
